	опыт работы	возраст	образование	язык	желаемая з/п	Последнее место работы	пол_Мужчина	волонтерство	полная	проектная	стажировка	частичная	регион_Москва	регион_Санкт-Петербург
347	12.0	48.0	1	0	130000.0	0.0	1	0	1	0	0	0	1	0
348	10.0	34.0	0	0	30000.0	1.0	1	0	1	0	0	0	0	0
349	7.0	31.0	0	1	25000.0	1.0	1	0	1	1	0	1	0	1
350	7.0	31.0	1	0	40000.0	1.0	1	0	1	1	0	1	0	0
351	4.0	26.0	0	1	200000.0	1.0	1	0	1	1	0	1	0	0
352	20.0	41.0	1	0	493650.0	1.0	1	0	1	0	0	1	0	0
353	10.0	27.0	0	1	100000.0	1.0	1	0	1	0	0	0	0	0
354	1.0	44.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
355	3.0	26.0	0	0	120000.0	1.0	1	0	1	0	0	1	0	0
356	6.0	31.0	1	0	60000.0	1.0	1	0	1	1	1	1	0	0
357	11.0	31.0	1	1	35000.0	1.0	0	0	0	0	0	1	1	0
358	8.0	29.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
359	13.0	52.0	1	1	80000.0	1.0	1	0	0	1	0	1	1	0
360	24.0	47.0	0	1	45000.0	1.0	1	0	1	0	0	0	0	1
361	20.0	42.0	1	0	58000.0	1.0	0	0	1	0	0	0	0	0
362	3.0	21.0	0	0	87000.0	1.0	1	0	1	1	1	1	1	0
363	15.0	55.0	0	0	20000.0	0.0	1	0	1	1	0	1	0	0
364	1.0	27.0	0	0	50000.0	0.0	1	0	1	0	0	0	1	0
365	25.0	45.0	1	1	150000.0	1.0	1	0	1	0	0	0	1	0
366	4.0	31.0	1	1	74000.0	0.0	1	0	1	0	0	0	0	0
367	13.0	31.0	1	0	274890.0	1.0	1	0	1	1	0	1	0	0
368	11.0	28.0	0	0	50000.0	0.0	1	0	1	0	0	1	0	0
369	2.0	37.0	1	1	20000.0	0.0	1	0	1	0	0	0	0	0
370	7.0	28.0	0	0	50000.0	1.0	1	0	1	0	0	1	0	1
371	12.0	38.0	1	1	25000.0	1.0	1	0	1	0	0	0	0	0
372	5.0	28.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	0
373	9.0	30.0	0	0	135000.0	1.0	0	0	1	1	1	1	1	0
374	8.0	33.0	1	0	15000.0	1.0	1	0	0	0	0	1	0	0
375	2.0	32.0	0	0	15000.0	0.0	1	0	1	0	0	0	0	0
376	3.0	22.0	0	1	130000.0	1.0	1	0	1	1	0	1	1	0
377	17.0	34.0	0	0	130000.0	1.0	1	0	1	0	1	0	0	0
378	5.0	33.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	1
379	11.0	31.0	1	0	110000.0	1.0	1	0	1	0	0	0	0	0
380	18.0	42.0	0	1	90000.0	0.0	1	0	1	0	0	0	0	0
381	9.0	31.0	1	1	50000.0	1.0	1	0	1	0	0	0	0	1
382	3.0	24.0	0	0	180000.0	1.0	1	0	1	0	0	0	0	0
383	9.0	34.0	1	1	70000.0	1.0	1	0	1	1	0	1	0	0
384	5.0	34.0	1	0	120000.0	1.0	1	0	1	0	0	0	0	0
385	3.0	36.0	1	0	12000.0	0.0	0	0	1	0	0	0	0	0
386	1.0	38.0	0	0	15000.0	0.0	1	0	1	0	0	0	0	0
387	1.0	40.0	1	1	15000.0	0.0	1	0	1	0	0	0	0	0
388	6.0	29.0	1	0	130000.0	1.0	1	0	1	1	0	1	0	0
389	2.0	25.0	0	1	200000.0	1.0	1	0	1	0	0	0	1	0
390	5.0	23.0	0	0	130000.0	0.0	1	0	1	0	0	0	1	0
391	7.0	26.0	1	0	15000.0	1.0	1	0	1	1	1	1	0	0
392	10.0	34.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	0
393	4.0	27.0	0	0	137445.0	1.0	1	0	1	0	0	0	0	0
394	14.0	40.0	1	0	91630.0	1.0	1	0	1	0	1	0	0	0
395	2.0	31.0	1	1	30000.0	0.0	1	0	1	0	0	1	0	0
396	9.0	32.0	1	0	170000.0	1.0	1	0	1	1	0	1	0	0
397	1.0	37.0	1	0	17000.0	0.0	1	0	1	0	0	0	0	0
398	7.0	39.0	1	1	180000.0	1.0	1	0	1	1	0	1	0	0
399	12.0	34.0	1	0	25000.0	1.0	1	0	1	1	1	1	0	0
400	3.0	23.0	0	0	200000.0	1.0	1	0	1	1	0	1	0	1
401	12.0		0	1	458150.0	1.0	1	0	1	1	0	1	0	0
402	17.0	39.0	1	0	130000.0	1.0	1	0	1	0	0	0	1	0
403	17.0	40.0	1	0	80000.0	1.0	1	0	1	0	0	1	0	0
404	19.0	45.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	0
405	10.0	38.0	1	1	90000.0	0.0	1	0	1	0	0	0	0	1
406		32.0	1	1	40000.0	0.0	1	0	0	1	0	0	0	0
407	11.0	30.0	0	0	60000.0	1.0	1	0	1	0	0	0	0	0
408	7.0	31.0	0	1	300000.0	1.0	1	0	1	1	0	1	1	0
409	10.0	34.0	1	0	200000.0	1.0	1	0	1	1	0	1	0	1
410	3.0	27.0	0	0	220000.0	1.0	1	0	1	1	0	1	0	1
411	3.0	18.0	0	1	70000.0	1.0	1	0	1	0	0	0	1	0
412	8.0	30.0	0	1	25000.0	0.0	1	0	1	0	0	0	0	0
413	35.0	58.0	1	1	40000.0	1.0	1	0	1	0	0	0	1	0
414	1.0	25.0	0	0	20000.0	0.0	0	0	0	1	1	1	0	0
415	8.0	30.0	1	1	119119.0	1.0	1	0	1	0	0	0	0	1
416	37.0	70.0	1	0	20000.0	0.0	1	0	1	0	0	1	0	0
417	2.0	31.0	0	0	6000.0	0.0	1	0	1	0	0	0	0	0
418	9.0	36.0	1	0	50000.0	0.0	1	0	1	0	0	0	1	0
419	7.0	35.0	0	0	60000.0	0.0	1	0	1	0	0	0	1	0
420	25.0	49.0	1	0	250000.0	1.0	1	0	1	1	0	1	1	0
421	6.0	35.0	0	1	65000.0	1.0	1	0	1	1	0	0	0	0
422	11.0	37.0	1	1	180000.0	0.0	1	0	1	1	0	0	0	0
423	13.0	35.0	0	0	300000.0	1.0	1	0	1	1	0	1	0	1
424	1.0	38.0	1	0	40000.0	0.0	1	0	1	1	0	1	0	0
425	27.0	58.0	1	1	230000.0	1.0	1	0	1	0	0	0	1	0
426	23.0	39.0	1	0	70000.0	1.0	1	0	1	1	0	1	0	0
427	7.0	27.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
428	13.0	35.0	1	1	10000.0	1.0	1	0	1	0	0	0	0	0
429	16.0	46.0	0	0	90000.0	0.0	1	0	1	0	0	0	0	0
430	1.0	23.0	0	1	100000.0	1.0	1	0	1	1	1	1	0	0
431	2.0	23.0	0	0	200000.0	1.0	0	0	1	0	0	0	1	0
432	1.0	35.0	1	1	30000.0	0.0	0	0	1	0	0	0	1	0
433	4.0	28.0	1	1	90000.0	0.0	1	0	1	0	0	0	0	0
434	2.0	33.0	1	0	20000.0	0.0	1	0	1	0	0	0	0	0
435	11.0	49.0	1	1	150000.0	1.0	1	0	1	0	0	0	0	0
436	12.0	45.0	1	0	20000.0	1.0	1	0	1	0	0	0	0	0
437	1.0	32.0	0	0	250000.0	0.0	1	0	1	0	0	0	1	0
438	8.0	33.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
439	4.0	35.0	0	0	20000.0	0.0	0	0	1	0	0	0	1	0
440	3.0	31.0	0	0	180000.0	1.0	1	0	1	1	0	0	1	0
441	2.0	41.0	0	1	40000.0	0.0	1	0	1	0	0	0	1	0
442	3.0	29.0	0	0	260000.0	1.0	1	0	1	0	0	0	1	0
443	28.0	51.0	1	1	90000.0	1.0	1	0	1	0	0	0	0	0
444	16.0	37.0	1	0	100000.0	1.0	1	0	1	0	0	0	0	0
445	1.0	35.0	1	1	25000.0	0.0	1	0	1	0	0	0	0	0
446	7.0	36.0	1	0	240000.0	1.0	1	0	1	0	0	0	0	1
447	15.0	48.0	1	0	1000.0	1.0	1	0	0	1	1	0	1	0
448	12.0	32.0	0	1	250000.0	1.0	1	0	1	0	0	0	1	0
449		27.0	0	0	20000.0	0.0	1	0	1	0	1	1	0	0
450	10.0	39.0	1	1	15000.0	1.0	1	0	1	0	0	0	0	0
451	30.0	51.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	0
452	1.0	24.0	0	0	50000.0	0.0	1	0	1	0	0	0	0	1
453	16.0	33.0	0	0	20000.0	1.0	1	0	1	1	0	1	0	0
454	20.0		0	0	20000.0	1.0	1	0	1	0	0	0	0	0
455	6.0	37.0	1	0	60000.0	0.0	1	0	1	0	0	0	1	0
456	6.0	29.0	0	0	160000.0	1.0	1	0	1	0	0	0	0	0
457	6.0	30.0	0	0	25000.0	1.0	1	0	1	0	0	0	0	0
458	2.0	23.0	0	1	60000.0	1.0	1	0	1	0	0	0	0	0
459	11.0	31.0	1	0	40000.0	1.0	0	0	1	0	0	0	1	0
460	13.0	33.0	0	0	200000.0	1.0	1	0	1	0	0	0	1	0
461	4.0	49.0	1	0	30000.0	0.0	1	0	1	0	0	0	0	0
462	11.0	44.0	0	1	180000.0	1.0	1	0	1	1	0	0	0	0
463	10.0	42.0	1	1	50000.0	0.0	1	0	1	0	0	1	0	0
464	13.0	34.0	1	0	40000.0	1.0	1	0	1	0	0	1	0	0
465	14.0	38.0	1	0	15000.0	1.0	1	0	1	0	0	0	0	1
466	3.0	36.0	1	1	25000.0	0.0	1	0	1	0	0	0	0	0
467	19.0	43.0	1	1	40000.0	1.0	1	0	1	0	0	1	0	0
468	16.0	39.0	1	0	15000.0	1.0	0	0	1	0	0	0	0	0
469	4.0	29.0	0	1	150000.0	1.0	1	0	1	1	0	0	1	0
470	20.0	41.0	1	0	30000.0	1.0	1	0	1	0	0	0	0	0
471	11.0	35.0	1	1	91630.0	1.0	1	0	1	1	0	1	0	0
472	15.0	38.0	1	0	35000.0	1.0	0	0	1	0	0	0	0	0
473	18.0	42.0	1	0	80000.0	1.0	1	0	1	0	0	0	1	0
474	10.0	31.0	1	0	60000.0	0.0	1	0	1	0	0	0	1	0
475	1.0	38.0	0	0	20000.0	0.0	1	0	1	0	1	0	0	0
476	22.0	50.0	1	0	87000.0	1.0	1	0	1	0	0	1	0	0
477	22.0	43.0	1	1	180000.0	1.0	1	0	1	1	0	1	1	0
478	10.0	34.0	0	0	10000.0	0.0	0	0	1	0	0	0	0	0
479	30.0	54.0	0	0	120000.0	0.0	1	0	1	1	1	1	0	0
480	3.0	26.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
481	7.0	30.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
482	12.0	36.0	0	0	30000.0	1.0	1	0	1	1	0	1	0	0
483	6.0	38.0	1	1	60000.0	0.0	1	0	1	1	1	1	1	0
484	17.0	38.0	1	0	25000.0	1.0	1	0	1	0	0	0	0	0
485	11.0	36.0	1	1	30000.0	1.0	1	0	1	0	0	0	0	0
486	12.0	37.0	1	1	150000.0	1.0	1	0	1	0	0	0	0	0
487	16.0	62.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	0
488	24.0	45.0	1	1	200000.0	1.0	1	0	1	0	0	1	1	0
489	2.0	27.0	1	0	27489000.0	1.0	1	0	1	0	0	1	1	0
490	5.0	25.0	1	1	35000.0	1.0	1	0	1	0	0	0	0	0
491	10.0	46.0	0	0	120000.0	0.0	1	0	1	1	0	1	0	0
492	5.0	26.0	1	0	80000.0	1.0	1	0	1	0	0	0	1	0
493	15.0	37.0	1	0	20000.0	1.0	1	0	1	1	0	1	0	0
494	23.0	48.0	1	0	100000.0	1.0	1	0	1	0	0	0	1	0
495	10.0	35.0	0	1	100000.0	1.0	1	0	1	0	0	0	0	0
496	7.0	47.0	1	0	916300.0	1.0	1	0	0	1	0	0	0	0
497	4.0	33.0	1	0	25000.0	0.0	1	0	1	0	0	0	0	0
498	17.0	37.0	0	0	18000.0	1.0	0	0	1	0	0	0	0	0
499	10.0	32.0	1	0	150000.0	1.0	1	1	1	1	1	1	1	0
500	13.0	42.0	1	1	130000.0	0.0	1	0	1	1	0	1	0	0
501	11.0		1	0	100000.0	1.0	1	0	1	1	0	1	0	0
502	7.0	31.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
503	4.0	28.0	1	0	30000.0	1.0	1	0	1	1	0	1	0	0
504	2.0	21.0	0	0	246825.0	1.0	1	0	1	0	0	1	0	0
505	8.0	29.0	0	1	180000.0	1.0	1	0	1	1	0	1	0	0
506	2.0	34.0	1	1	20000.0	0.0	1	0	1	0	0	0	0	0
507	9.0	31.0	1	1	130000.0	1.0	1	0	1	0	0	1	0	0
508	11.0	28.0	0	0	22000.0	1.0	1	1	1	1	1	1	0	0
509	21.0	64.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	0
510	9.0	29.0	1	1	150000.0	1.0	1	0	1	0	0	0	1	0
511	7.0	30.0	0	0	15000.0	1.0	1	0	1	0	0	0	0	0
512	6.0	31.0	1	0	148095.0	1.0	1	0	0	1	0	1	1	0
513	12.0		0	0	449000.0	1.0	1	0	0	1	0	1	1	0
514	9.0	31.0	0	0	150000.0	1.0	1	0	1	0	0	0	0	0
515	12.0	50.0	1	1	400000.0	1.0	1	0	1	1	0	1	0	0
516	1.0	30.0	0	0	45000.0	0.0	1	0	1	0	0	0	0	0
517	22.0	53.0	1	0	80000.0	1.0	0	0	1	0	1	1	1	0
518	1.0	23.0	0	1	60000.0	0.0	1	0	1	0	0	0	0	0
519	4.0	25.0	0	0	65000.0	1.0	1	0	1	1	0	1	0	0
520	3.0		1	0	50000.0	1.0	1	0	1	0	0	0	0	0
521	11.0	35.0	1	1	230000.0	1.0	1	1	1	1	1	1	0	1
522	16.0	36.0	1	0	140000.0	1.0	1	0	1	0	0	0	1	0
523	5.0	30.0	0	0	200000.0	1.0	1	0	1	0	0	0	0	0
524	21.0	48.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	0
525	14.0	35.0	1	0	35000.0	1.0	1	0	1	0	0	0	0	0
526	16.0	39.0	1	0	300000.0	1.0	1	0	1	0	0	1	0	0
527	22.0	53.0	1	1	100000.0	0.0	1	0	1	0	0	0	1	0
528	9.0	29.0	0	0	150000.0	1.0	1	0	1	0	0	0	0	0
529		35.0	0	0	70000.0	0.0	1	0	1	1	0	0	0	0
530	24.0	75.0	1	0	30000.0	1.0	1	0	1	0	0	0	1	0
531	4.0	35.0	0	0	80000.0	0.0	1	0	1	0	0	0	0	0
532	1.0	26.0	0	0	100000.0	1.0	1	0	1	0	0	0	0	1
533	2.0	37.0	1	0	30000.0	0.0	1	0	1	0	0	0	1	0
534	5.0	24.0	0	1	150000.0	1.0	1	0	1	1	0	0	0	0
535	37.0	62.0	1	0	120000.0	1.0	1	0	1	1	0	1	0	0
536	4.0	24.0	0	0	80000.0	1.0	1	0	1	0	0	0	0	1
537	17.0	38.0	1	0	200000.0	1.0	1	0	1	0	0	0	1	0
538	6.0	23.0	1	0	45000.0	1.0	1	0	1	1	1	1	0	0
539	1.0	35.0	1	0	25000.0	0.0	1	0	1	0	0	0	0	0
540	4.0	25.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
541	4.0	28.0	0	0	15000.0	0.0	0	0	1	0	1	1	0	0
542		32.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
543	6.0	47.0	0	0	50000.0	1.0	1	0	1	1	1	1	1	0
544	15.0	37.0	1	1	50000.0	1.0	1	0	1	0	0	0	0	1
545	4.0	46.0	1	1	30000.0	0.0	0	0	1	0	0	0	1	0
546	4.0	34.0	1	0	50000.0	0.0	1	0	1	0	0	0	0	1
547	6.0	28.0	0	0	25000.0	1.0	1	0	1	0	0	0	0	0
548	31.0	53.0	1	1	60000.0	1.0	1	0	1	0	0	0	1	0
549	8.0	27.0	0	0	25000.0	1.0	1	0	1	1	1	0	0	0
550	8.0	30.0	1	0	150000.0	1.0	0	0	1	0	0	1	0	1
551	6.0	25.0	0	0	150000.0	1.0	1	0	1	0	0	0	0	0
552	3.0	47.0	0	0	50000.0	1.0	1	0	1	1	1	1	0	0
553	25.0	47.0	1	1	90000.0	1.0	1	0	1	0	0	0	0	0
554	10.0	65.0	1	1	90000.0	0.0	1	0	1	0	0	0	1	0
555	11.0	20.0	0	0	45815.0	0.0	1	0	1	0	0	0	0	0
556	11.0	54.0	0	0	60000.0	0.0	1	0	1	0	0	0	0	1
557	4.0	24.0	1	1	140000.0	1.0	1	0	1	0	0	0	0	0
558	8.0	30.0	0	0	80000.0	1.0	1	0	1	0	0	0	1	0
559	4.0	29.0	0	0	137445.0	1.0	1	0	1	0	0	0	1	0
560	15.0	40.0	1	1	80000.0	1.0	1	0	1	0	0	0	0	1
561	8.0	46.0	1	0	40000.0	0.0	1	0	1	0	0	0	1	0
562	3.0	24.0	0	0	80000.0	1.0	1	0	1	0	0	1	0	0
563	9.0	30.0	0	0	180000.0	1.0	1	0	1	0	0	0	0	0
564	4.0	65.0	0	0	70000.0	0.0	1	0	1	0	0	0	0	0
565	5.0	31.0	0	0	70000.0	1.0	1	1	1	1	1	1	0	0
566	31.0	54.0	1	0	80000.0	1.0	1	0	1	0	0	0	1	0
567	2.0	36.0	0	0	20000.0	0.0	1	0	0	1	0	1	0	0
568	16.0	39.0	0	1	1.0	1.0	1	0	1	1	0	1	0	0
569	8.0	42.0	0	1	50000.0	0.0	1	0	1	1	0	1	0	0
570	4.0	34.0	0	1	70000.0	0.0	1	0	1	0	0	0	0	0
571	34.0	55.0	1	0	350000.0	1.0	1	0	1	0	0	0	1	0
572	3.0	28.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
573	7.0	24.0	0	1	80000.0	1.0	1	0	1	1	1	1	1	0
574		31.0	0	0	50000.0	0.0	1	0	1	0	0	0	0	0
575	6.0	42.0	0	0	20000.0	0.0	1	0	1	0	0	0	1	0
576	2.0	33.0	1	1	15000.0	0.0	1	0	1	1	0	1	0	0
577	3.0	22.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
578	15.0	39.0	1	0	35000.0	1.0	1	0	1	0	0	0	0	0
579	18.0	35.0	1	1	25000.0	1.0	1	0	1	0	0	0	0	0
580	2.0	37.0	0	0	60000.0	1.0	1	0	1	0	0	0	0	0
581	14.0	37.0	1	0	60000.0	1.0	1	0	1	0	0	0	0	0
582	8.0	42.0	0	0	100000.0	1.0	1	0	1	1	1	1	0	0
583	12.0	38.0	0	0	45000.0	0.0	1	0	1	1	1	1	0	0
584		26.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
585	4.0	26.0	0	0	50000.0	0.0	1	0	1	1	1	1	0	0
586	8.0	30.0	0	0	80000.0	1.0	1	0	1	0	0	1	0	0
587	35.0	59.0	1	0	180000.0	1.0	1	0	1	1	0	1	0	0
588	4.0	29.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
589	8.0	36.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
590	7.0	39.0	1	0	25000.0	0.0	0	0	0	1	0	1	0	0
591	20.0	42.0	1	0	25000.0	1.0	1	0	1	0	0	0	0	0
592	3.0	25.0	0	0	140000.0	1.0	1	0	1	0	0	1	0	1
593	7.0	29.0	1	0	70000.0	1.0	1	0	0	1	1	1	0	0
594	4.0	28.0	0	1	170000.0	1.0	0	0	1	0	0	0	0	1
595	4.0	32.0	0	1	60000.0	0.0	1	0	1	1	0	1	0	0
596	6.0	27.0	0	0	10000.0	1.0	0	0	1	0	0	0	0	0
597	18.0	55.0	1	0	15000.0	1.0	0	0	1	0	0	0	0	0
598	26.0	65.0	1	0	60000.0	0.0	1	0	1	0	0	0	1	0
599	16.0	39.0	1	0	50000.0	1.0	1	0	1	0	0	0	0	0
600	4.0	30.0	0	0	15000.0	0.0	1	0	0	1	1	1	1	0
601	14.0	37.0	0	1	70000.0	1.0	1	0	1	0	0	1	0	0
602	20.0	41.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	0
603	3.0	32.0	1	0	16000.0	0.0	1	0	1	0	0	0	0	0
604	22.0	44.0	0	1	50000.0	1.0	1	0	1	1	0	1	0	1
605	17.0	43.0	0	1	90000.0	1.0	1	0	1	0	0	1	0	1
606	4.0	34.0	0	0	230000.0	1.0	1	0	1	1	0	1	0	0
607	3.0	28.0	0	0	250000.0	1.0	1	0	1	0	0	0	0	1
608		40.0	1	1	40000.0	0.0	1	0	1	0	0	0	0	0
609	18.0	43.0	0	0	70000.0	1.0	1	0	1	0	0	0	1	0
610	9.0	37.0	1	0	100000.0	1.0	1	0	1	0	0	0	0	0
611	6.0	28.0	0	0	25000.0	1.0	0	0	1	0	0	0	0	0
612	10.0	35.0	1	1	260000.0	1.0	1	0	1	0	0	0	1	0
613	31.0	64.0	1	0	70000.0	0.0	1	0	1	0	0	0	1	0
614	15.0	42.0	0	1	150000.0	1.0	1	0	1	0	0	1	0	0
615	6.0	26.0	0	0	54978.0	1.0	1	0	1	1	0	1	0	0
616	4.0	29.0	0	0	15000.0	0.0	1	0	1	0	0	0	0	0
617	6.0	22.0	0	1	15000.0	0.0	1	0	0	1	1	1	0	0
618	36.0	55.0	1	1	60000.0	1.0	1	0	1	1	0	1	0	0
619	12.0	37.0	0	1	250000.0	1.0	1	0	1	1	0	1	0	1
620	41.0	64.0	1	0	80000.0	1.0	1	0	1	0	0	0	0	1
621	42.0	62.0	1	1	30000.0	1.0	0	0	0	0	0	1	0	0
622	2.0	24.0	0	0	180000.0	1.0	0	0	1	0	0	0	0	1
623	14.0	45.0	1	0	90000.0	1.0	1	0	1	0	0	1	0	0
624	7.0	31.0	0	0	30000.0	0.0	1	0	1	0	0	1	0	0
625	25.0	54.0	1	1	60000.0	0.0	1	0	1	1	0	1	0	0
626	21.0	48.0	1	0	110000.0	1.0	1	0	1	0	0	0	0	0
627	8.0	47.0	1	0	50000.0	0.0	1	0	1	0	0	0	1	0
628	2.0	28.0	0	0	30000.0	0.0	1	0	1	1	1	1	1	0
629		29.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
630	7.0	28.0	1	0	120000.0	1.0	1	0	1	0	0	0	0	0
631	4.0	28.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
632	7.0		0	1	55000.0	0.0	1	0	1	1	1	0	0	0
633	13.0	35.0	1	1	150000.0	1.0	1	0	1	0	0	1	0	0
634	16.0	40.0	0	0	60000.0	1.0	1	0	1	0	0	0	0	0
635	6.0	43.0	1	1	130000.0	0.0	1	0	1	1	0	1	0	1
636	5.0	27.0	0	1	90000.0	1.0	1	0	1	0	0	0	0	1
637	1.0	29.0	0	0	50000.0	0.0	1	1	1	1	1	1	1	0
638	2.0	32.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
639		29.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
640	6.0	31.0	0	0	40000.0	1.0	1	0	1	1	1	1	0	0
641	8.0	31.0	1	0	20000.0	1.0	1	0	1	0	0	0	0	0
642	1.0	31.0	0	0	23000.0	0.0	1	0	0	0	1	1	0	0
643	21.0	43.0	1	0	60000.0	1.0	1	0	1	0	0	0	0	1
644	2.0	29.0	0	0	160000.0	0.0	1	0	1	0	0	0	1	0
645	2.0	41.0	0	0	30000.0	0.0	1	0	1	0	0	0	1	0
646	16.0	38.0	1	0	91630.0	1.0	1	0	1	0	0	0	0	0
647	16.0	35.0	0	1	50000.0	1.0	1	0	1	0	0	1	0	0
648	6.0	44.0	1	0	350000.0	0.0	1	0	1	0	0	0	1	0
649	17.0	37.0	1	0	85000.0	1.0	0	0	1	0	0	0	0	0
650	11.0	35.0	1	1	200000.0	1.0	1	0	1	0	0	0	0	0
651	10.0	38.0	0	0	60000.0	0.0	1	0	1	0	0	0	1	0
652	17.0	36.0	1	1	25000.0	1.0	0	0	1	0	0	0	0	0
653	22.0	47.0	1	0	350000.0	1.0	1	0	1	1	0	1	1	0
654	1.0	26.0	1	0	50000.0	0.0	1	0	1	0	0	0	0	0
655	19.0	44.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	0
656	3.0	34.0	1	1	20000.0	0.0	1	0	1	0	0	0	0	0
657		26.0	0	1	50000.0	0.0	1	0	1	0	0	0	0	0
658	7.0	36.0	1	0	9163000.0	0.0	1	0	1	0	0	0	0	0
659	11.0	32.0	0	0	100000.0	1.0	1	0	0	0	0	1	1	0
660	11.0	28.0	0	0	150000.0	1.0	1	0	1	0	0	1	1	0
661	15.0	39.0	1	1	200000.0	1.0	0	0	1	1	0	0	1	0
662	16.0	41.0	1	0	120000.0	1.0	1	0	1	1	1	1	0	0
663		33.0	0	1	15000.0	0.0	1	0	1	0	0	0	0	0
664	9.0	35.0	1	0	50000.0	0.0	1	0	1	1	0	1	0	0
665	23.0	52.0	1	0	50000.0	0.0	1	0	1	0	0	0	0	0
666	15.0	35.0	1	0	75000.0	1.0	1	1	1	1	0	1	0	0
667	5.0	26.0	1	0	50000.0	1.0	1	0	1	0	0	0	0	0
668	17.0	35.0	1	0	300000.0	1.0	1	0	1	0	0	0	0	0
669	12.0	33.0	1	0	130000.0	1.0	1	0	1	0	0	0	1	0
670	4.0	25.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	0
671	3.0	34.0	1	0	200000.0	1.0	1	0	1	0	0	0	0	0
672	5.0	36.0	1	1	40000.0	0.0	1	0	1	0	0	0	1	0
673	23.0	44.0	0	0	65536.0	1.0	1	0	1	0	1	1	0	0
674	9.0	22.0	0	0	50000.0	0.0	1	0	1	1	0	0	0	0
675		29.0	0	0	15000.0	0.0	1	0	1	0	0	0	0	0
676	5.0	27.0	0	0	100000.0	1.0	1	0	1	1	0	1	0	0
677	8.0	28.0	0	0	170000.0	1.0	1	0	1	0	0	0	0	0
678	32.0	62.0	1	1	30000.0	0.0	1	0	1	0	0	0	0	0
679	3.0	23.0	0	0	30000.0	1.0	1	0	1	0	1	1	0	0
680	8.0	29.0	0	0	250000.0	1.0	1	0	1	0	0	0	1	0
681	17.0	42.0	0	0	200000.0	1.0	1	0	1	0	0	0	1	0
682	13.0	32.0	0	1	100000.0	1.0	1	0	0	1	0	1	0	1
683	12.0	34.0	1	1	55000.0	1.0	1	0	1	1	0	1	0	0
684	10.0	32.0	1	0	200000.0	1.0	0	0	1	0	0	0	1	0
685	30.0	58.0	0	1	50000.0	0.0	1	0	1	0	0	0	0	0
686	8.0	28.0	0	0	25000.0	1.0	1	0	1	0	1	0	0	0
687	39.0	66.0	1	1	50000.0	1.0	1	0	0	0	0	1	0	1
688		34.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
689	4.0	28.0	0	0	90000.0	1.0	1	0	1	1	1	1	0	0
690	12.0	34.0	1	0	150000.0	1.0	1	0	1	0	0	1	0	0
691	20.0	25.0	1	1	170000.0	1.0	1	0	1	0	0	0	1	0
692	13.0	35.0	1	0	20000.0	0.0	0	0	0	0	0	1	0	0
693	17.0	34.0	1	1	10000.0	1.0	1	0	1	0	0	0	1	0
694	20.0	40.0	1	0	458150.0	1.0	1	0	1	0	0	0	0	0
695	3.0	22.0	1	0	250000.0	1.0	1	0	1	0	0	1	1	0
696	5.0	24.0	0	0	40000.0	1.0	1	0	1	1	0	1	0	0
697	21.0	50.0	1	0	30000.0	1.0	1	0	1	0	0	0	1	0
698	6.0	34.0	0	0	300000.0	1.0	1	0	1	0	0	0	0	0
699	7.0	35.0	0	0	100000.0	1.0	1	0	1	1	0	1	0	0
700	13.0	40.0	1	1	80000.0	1.0	1	0	1	1	1	1	1	0
701	1.0	26.0	0	0	80000.0	0.0	1	0	1	0	0	1	1	0
702	19.0	39.0	1	1	70000.0	1.0	1	0	0	1	0	1	0	0
703	22.0	52.0	1	0	25000.0	1.0	1	0	1	0	0	0	0	0
704	5.0	29.0	0	0	120000.0	1.0	1	0	1	0	0	0	0	0
