	опыт работы	возраст	образование	язык	желаемая з/п	Последнее место работы	пол_Мужчина	волонтерство	полная	проектная	стажировка	частичная	регион_Москва	регион_Санкт-Петербург
705	4.0	30.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
706	2.0	23.0	0	0	100000.0	1.0	1	0	1	0	0	0	1	0
707	26.0	49.0	1	1	80000.0	1.0	1	0	1	0	0	0	1	0
708	13.0	38.0	1	0	50000.0	1.0	1	0	1	0	1	1	0	0
709	14.0	33.0	0	0	100000.0	1.0	1	0	1	0	0	1	0	0
710	10.0	28.0	0	0	50000.0	1.0	1	0	1	1	0	1	0	0
711	9.0	32.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	1
712	10.0	35.0	1	1	30000.0	1.0	1	0	1	0	0	0	0	0
713	30.0	50.0	0	0	250000.0	1.0	1	0	1	0	0	0	1	0
714	20.0	41.0	0	0	200000.0	1.0	1	0	1	0	0	0	1	0
715	5.0	31.0	1	1	35000.0	0.0	1	0	1	0	0	0	1	0
716	25.0	44.0	1	0	274890.0	1.0	1	0	1	0	0	1	0	0
717	4.0	29.0	0	0	150000.0	0.0	1	0	1	0	0	0	0	0
718	5.0	32.0	1	0	40000.0	0.0	1	0	1	0	0	0	0	0
719	9.0	33.0	1	0	300000.0	0.0	1	0	1	0	0	0	1	0
720	5.0	30.0	1	0	200000.0	1.0	1	0	1	0	0	0	0	0
721	19.0	46.0	1	1	100000.0	1.0	1	0	1	1	0	1	0	0
722	8.0	28.0	0	0	15000.0	1.0	1	0	1	1	0	1	0	0
723	5.0	29.0	0	0	60000.0	1.0	1	0	1	1	0	0	0	0
724	17.0	47.0	1	1	50000.0	0.0	1	0	1	0	0	1	0	0
725	3.0	25.0	0	0	100000.0	1.0	1	0	1	0	0	0	0	0
726	16.0	41.0	1	0	170000.0	1.0	1	0	1	1	0	1	0	0
727		26.0	0	0	20000.0	0.0	0	0	1	0	0	0	0	0
728	5.0	29.0	1	0	250000.0	1.0	1	0	1	1	1	1	0	1
729	26.0	50.0	0	0	250000.0	1.0	1	0	1	0	0	0	0	0
730	3.0	28.0	1	1	140000.0	0.0	1	0	1	0	0	0	1	0
731	2.0	23.0	0	1	45000.0	0.0	1	0	1	0	1	1	0	0
732	13.0	33.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	1
733	10.0	33.0	1	0	40000.0	1.0	0	0	1	0	0	1	0	0
734	10.0	30.0	1	0	20000.0	1.0	1	0	1	1	0	1	0	0
735		31.0	0	0	27000.0	0.0	1	0	1	0	0	0	0	0
736		41.0	0	0	8000.0		1	0	1	0	0	0	0	0
737	16.0	38.0	0	0	35000.0	1.0	0	0	1	0	0	0	1	0
738		39.0	0	0	25000.0		1	0	1	0	0	0	0	0
739	14.0	33.0	1	0	50000.0	1.0	0	0	1	0	0	0	0	0
740		23.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
741	13.0	35.0	1	0	130000.0	1.0	1	0	1	0	0	0	0	0
742	5.0	29.0	0	0	70000.0	1.0	1	0	1	0	0	0	0	0
743	34.0	65.0	1	0	70000.0	0.0	1	0	1	0	0	0	1	0
744		34.0	0	0	20000.0		1	0	1	0	0	0	1	0
745		40.0	1	0	35000.0	0.0	1	0	1	0	0	0	0	0
746	6.0	27.0	0	0	60000.0	1.0	1	0	1	0	0	1	0	1
747		30.0	1	0	35000.0	0.0	1	0	1	0	0	1	0	0
748	19.0	44.0	1	1	40000.0	0.0	1	0	1	0	0	0	0	0
749	14.0	36.0	0	0	80000.0	1.0	1	0	1	0	0	0	0	0
750	6.0	28.0	1	0	100000.0	1.0	1	0	1	0	0	0	0	0
751	14.0	37.0	1	0	120000.0	1.0	1	0	1	0	0	0	1	0
752		33.0	0	0	15000.0		1	0	1	0	0	0	0	0
753		35.0	0	0	7000.0		1	0	1	0	0	0	0	1
754		34.0	0	0	17000.0	0.0	1	0	1	0	0	0	0	1
755		40.0	0	0	30000.0		1	0	1	0	0	0	0	0
756	11.0	34.0	0	0	120000.0	1.0	1	0	1	0	0	1	0	0
757	8.0	24.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
758	40.0	64.0	1	1	55000.0	1.0	0	0	1	0	0	0	1	0
759	4.0	25.0	0	1	50000.0	1.0	1	0	1	0	0	1	0	0
760	18.0	61.0	1	0	10000.0	1.0	1	0	1	0	0	0	0	1
761	10.0	30.0	1	0	350000.0	1.0	1	1	1	1	1	1	1	0
762	7.0	26.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	0
763	23.0	47.0	1	0	40000.0	1.0	1	0	1	0	0	0	1	0
764	14.0	38.0	1	0	250000.0	1.0	1	0	1	0	0	0	0	1
765	10.0	67.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
766	5.0	22.0	0	0	450000.0	1.0	1	0	1	1	0	1	1	0
767	12.0	29.0	0	1	40000.0	1.0	1	0	1	1	0	1	0	0
768	4.0	30.0	1	0	15000.0	0.0	1	0	1	0	0	0	0	0
769		30.0	0	0	20000.0		1	0	0	1	0	0	0	0
770		32.0	0	0	25000.0	0.0	1	0	1	0	0	0	1	0
771	18.0	58.0	0	0	120000.0	1.0	1	0	1	0	0	0	1	0
772		35.0	0	0	10000.0		0	0	1	0	0	0	0	0
773	3.0	25.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
774	22.0	44.0	1	0	60000.0	1.0	1	0	1	0	0	0	1	0
775	19.0		1	1	100000.0	1.0	1	1	1	1	0	1	0	0
776	3.0	35.0	1	0	100000.0	1.0	1	0	1	1	0	0	0	0
777	6.0	28.0	0	0	200000.0	0.0	1	0	1	0	0	0	0	0
778		44.0	1	0	60000.0	0.0	1	0	1	0	0	0	0	0
779	6.0	32.0	1	1	25000.0	0.0	1	0	1	0	0	0	0	0
780		34.0	0	0	10000.0	0.0	0	0	1	0	0	0	1	0
781	3.0	29.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
782	7.0	32.0	1	0	50000.0	0.0	1	0	1	0	0	0	0	0
783	22.0	45.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	1
784	3.0		0	0	150000.0	1.0	1	0	1	0	0	0	0	0
785	12.0	32.0	1	1	50000.0	1.0	1	0	1	1	0	1	0	0
786	3.0	27.0	1	1	150000.0	0.0	1	0	1	0	0	0	0	0
787	18.0	37.0	1	0	200000.0	1.0	1	0	0	0	0	1	0	0
788		22.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
789	9.0	30.0	1	0	300000.0	1.0	1	0	1	0	0	0	1	0
790	3.0	25.0	0	0	11911900.0	1.0	1	0	0	1	0	1	0	0
791	6.0	26.0	0	0	150000.0	1.0	1	0	1	0	0	0	1	0
792	14.0	37.0	1	0	90000.0	1.0	1	0	0	1	0	1	0	0
793	15.0	40.0	1	0	80000.0	1.0	1	0	1	1	1	1	0	0
794	8.0	29.0	0	1	200000.0	1.0	1	0	1	0	0	1	0	0
795	14.0	35.0	1	1	366520.0	1.0	1	0	1	1	0	1	0	0
796	7.0	26.0	0	0	150000.0	1.0	1	0	0	1	0	1	0	0
797	10.0	35.0	1	1	170000.0	1.0	1	0	1	1	1	1	0	1
798	3.0	39.0	1	0	70000.0	1.0	1	0	1	0	0	0	0	0
799		32.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
800		35.0	0	0	20000.0		1	0	1	0	0	0	1	0
801	17.0	35.0	0	0	20000.0	1.0	1	0	1	0	0	0	1	0
802	10.0	67.0	1	0	70000.0	0.0	1	0	1	0	0	0	0	0
803	2.0	32.0	1	1	60000.0	0.0	1	0	0	1	0	0	1	0
804	11.0	35.0	1	1	25000.0	1.0	1	0	1	0	0	0	0	1
805		30.0	1	0	30000.0	0.0	1	0	1	0	0	0	0	0
806	4.0		0	0	50000.0	1.0	1	0	1	0	0	0	1	0
807	5.0	34.0	1	0	40000.0	0.0	1	0	1	0	0	0	0	0
808	17.0		0	1	50000.0	1.0	1	0	1	0	0	0	1	0
809		28.0	0	0	3000.0	0.0	1	0	0	1	0	0	1	0
810		24.0	0	0	15000.0		1	0	1	0	0	1	0	0
811	6.0	32.0	0	0	17000.0	0.0	1	0	1	0	0	0	0	0
812	9.0	46.0	1	0	30000.0	0.0	1	0	1	0	0	0	1	0
813	13.0	36.0	1	0	15000.0	1.0	0	0	1	0	1	1	1	0
814		42.0	0	0	15.0		1	0	1	0	0	0	0	0
815	7.0	29.0	1	0	220000.0	1.0	1	0	1	0	0	0	0	0
816	26.0	47.0	1	0	125000.0	1.0	1	0	1	0	0	0	1	0
817	17.0	39.0	1	1	100000.0	1.0	1	0	1	0	0	0	0	0
818	3.0	23.0	0	0	250000.0	1.0	1	0	1	0	0	0	0	0
819	25.0	48.0	1	1	70000.0	1.0	1	0	1	0	0	0	0	0
820	25.0	56.0	1	0	90000.0	1.0	1	0	1	1	0	1	0	0
821	8.0	39.0	0	1	40000.0	0.0	1	0	1	0	0	1	0	0
822	3.0	22.0	0	0	150000.0	0.0	1	0	1	0	0	1	0	0
823	6.0	26.0	0	0	137445.0	1.0	1	0	1	1	0	1	0	0
824		31.0	0	0	40000.0	0.0	1	0	1	0	0	0	1	0
825	6.0	28.0	1	0	70000.0	1.0	0	0	1	0	0	1	0	0
826		32.0	0	0	30000.0	0.0	1	0	1	0	0	0	1	0
827		24.0	0	0	50000.0	0.0	1	0	0	0	0	1	0	0
828		43.0	0	0	20000.0		0	0	1	0	0	0	0	0
829		25.0	0	1	20000.0		1	0	1	0	0	0	0	0
830	16.0		1	0	250000.0	1.0	1	0	1	0	0	1	0	0
831	4.0	31.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
832	22.0	47.0	1	1	90000.0	1.0	1	0	1	0	0	1	0	1
833	2.0	21.0	0	0	80000.0	1.0	1	0	1	0	0	0	0	0
834	5.0	34.0	1	1	60000.0	1.0	1	0	1	0	0	0	1	0
835	6.0	23.0	1	0	1832600.0	1.0	1	0	0	1	0	1	0	0
836	5.0	24.0	0	0	40000.0	1.0	1	0	1	0	0	0	0	0
837	2.0	24.0	0	1	27489.0	0.0	1	0	1	1	1	1	0	0
838	19.0	67.0	1	1	20000.0	0.0	1	0	1	0	0	0	0	0
839		67.0	1	0	40000.0	0.0	1	0	1	0	0	0	1	0
840		27.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	1
841	20.0	43.0	0	0	30000.0	1.0	1	0	0	0	0	1	0	0
842	4.0	29.0	1	0	30000.0	0.0	1	0	1	0	0	0	0	0
843	1.0	30.0	1	0	70000.0	0.0	1	0	1	0	0	0	0	0
844	25.0	44.0	1	1	70000.0	1.0	1	0	1	0	0	0	0	0
845	24.0	49.0	1	0	20000.0	1.0	1	0	1	0	0	0	0	0
846	3.0	34.0	1	0	20000.0	0.0	1	0	1	0	0	0	0	0
847	16.0	37.0	1	0	100000.0	1.0	0	0	1	0	0	0	1	0
848	3.0	31.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
849	3.0	25.0	0	0	60000.0	0.0	1	0	1	0	0	0	0	0
850	11.0	34.0	1	0	35000.0	1.0	1	0	1	0	0	0	0	0
851	9.0	34.0	0	0	40000.0	1.0	1	0	1	0	0	1	0	0
852	8.0	33.0	0	0	60000.0	1.0	1	0	1	0	0	0	1	0
853	18.0	39.0	0	1	250000.0	1.0	1	0	1	1	0	1	0	0
854		29.0	0	0	30000.0	0.0	0	0	1	0	0	0	1	0
855		34.0	1	0	30000.0	0.0	1	0	1	0	0	0	0	0
856	1.0	39.0	0	0	45815.0	0.0	1	0	1	0	0	0	1	0
857	9.0	40.0	0	0	150000.0	1.0	1	0	1	1	0	1	0	0
858		21.0	0	0	35000.0	0.0	1	0	1	0	1	1	0	0
859	11.0	31.0	0	0	1000000.0	0.0	1	0	1	0	0	0	1	0
860		31.0	0	0	25000.0	0.0	1	0	1	0	0	0	0	0
861		25.0	0	0	50000.0	0.0	1	1	1	1	0	1	0	0
862	3.0	38.0	1	0	20000.0	0.0	1	0	1	0	0	0	1	0
863		29.0	0	0	50000.0	0.0	1	0	1	1	1	1	1	0
864	1.0	37.0	0	0	80000.0	0.0	1	0	1	0	0	0	1	0
865	5.0	29.0	0	0	183260.0	1.0	1	0	1	1	1	0	0	0
866	11.0	35.0	0	0	500000.0	1.0	1	0	1	0	0	0	1	0
867	10.0	34.0	1	0	60000.0	1.0	1	0	0	1	0	1	0	0
868	2.0	39.0	1	0	35000.0	0.0	1	0	1	0	0	0	1	0
869		28.0	0	0	15000.0	0.0	0	0	1	0	0	0	0	0
870	1.0	29.0	0	0	30000.0	0.0	1	0	1	0	0	1	0	0
871	2.0	39.0	1	0	10000.0	0.0	1	0	1	0	0	0	0	0
872	1.0	40.0	1	0	25000.0	0.0	1	0	1	0	0	0	0	1
873		39.0	0	0	35000.0	0.0	1	0	1	0	0	0	0	0
874	12.0	38.0	1	1	30000.0	1.0	0	0	1	0	0	0	0	1
875	9.0	36.0	0	0	60000.0	0.0	1	0	1	1	0	1	0	0
876	7.0	26.0	1	0	91630.0	1.0	1	0	1	0	0	0	1	0
877	20.0	44.0	1	1	60000.0	1.0	1	0	0	0	0	1	1	0
878	10.0	32.0	0	0	12000.0	0.0	1	0	1	0	0	0	0	0
879	6.0	24.0	0	0	17000.0	1.0	1	0	0	0	0	1	0	0
880	6.0	26.0	0	0	45000.0	0.0	1	0	1	0	0	0	1	0
881	17.0	38.0	1	0	30000.0	1.0	0	0	1	0	0	0	1	0
882	3.0	35.0	0	0	200000.0	1.0	1	1	1	1	1	1	1	0
883		34.0	1	0	20000.0	0.0	1	0	1	0	1	1	0	0
884		25.0	0	0	40000.0		1	0	0	1	0	0	0	0
885		27.0	0	0	30000.0	0.0	0	0	1	0	0	1	0	0
886		23.0	0	0	20000.0		1	0	1	1	0	0	0	0
887	30.0	52.0	1	0	40000.0	1.0	0	0	0	1	0	0	0	0
888		27.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
889		20.0	0	0	20000.0		1	0	1	0	0	0	0	0
890	7.0	31.0	0	0	15000.0	0.0	1	0	1	0	0	0	1	0
891	36.0	58.0	1	0	60000.0	1.0	0	0	0	1	0	1	0	1
892	1.0	24.0	0	0	40000.0	0.0	0	0	1	0	0	1	0	0
893	4.0	27.0	0	0	25000.0	1.0	1	0	1	0	0	0	0	0
894	4.0	24.0	0	1	30000.0	0.0	0	0	0	0	1	0	0	0
895		22.0	0	0	20000.0	0.0	1	0	1	0	0	0	0	0
896	7.0	20.0	0	0	80000.0	0.0	1	0	1	1	1	1	0	0
897	14.0	36.0	1	0	20000.0	1.0	1	0	1	0	0	0	0	0
898		28.0	0	1	20000.0	0.0	1	0	0	0	0	1	0	0
899		32.0	1	0	20000.0	0.0	1	0	1	1	1	1	0	0
900	3.0	23.0	0	1	100000.0	1.0	1	0	0	1	1	1	0	0
901	7.0	28.0	0	0	70000.0	1.0	1	0	1	0	0	1	0	0
902	2.0	22.0	0	0	120000.0	1.0	1	0	1	0	0	1	0	1
903	3.0	34.0	1	0	73304.0	0.0	1	0	1	0	0	0	0	0
904		35.0	1	0	15000.0	0.0	0	0	0	0	0	1	0	0
905	10.0	42.0	0	1	120000.0	0.0	1	0	1	0	0	0	0	0
906		33.0	1	0	18000.0	0.0	1	0	1	0	0	0	0	0
907	1.0		1	0	80000.0	0.0	1	0	1	0	0	0	0	1
908		32.0	0	1	20000.0	0.0	1	0	1	0	0	0	0	0
909	1.0	25.0	0	0	50000.0	0.0	1	0	1	0	0	0	0	0
910	5.0	22.0	0	0	40000.0	0.0	1	0	1	1	1	1	0	0
911	37.0	57.0	1	0	50000.0	1.0	0	0	1	0	0	0	0	0
912	20.0	42.0	1	0	150000.0	1.0	1	0	1	0	0	0	0	0
913	10.0	27.0	0	0	54978.0	1.0	1	0	1	0	0	0	0	0
914	20.0	38.0	1	0	100000.0	1.0	1	0	1	0	0	0	0	0
915	9.0	30.0	1	0	300000.0	1.0	1	0	1	0	0	0	1	0
916	1.0	35.0	1	0	35000.0	0.0	1	0	1	0	0	0	1	0
917	14.0	34.0	1	0	15000.0	1.0	0	0	1	0	0	0	0	1
918	3.0	34.0	1	0	20000.0	0.0	1	0	1	0	0	0	0	0
919	1.0	33.0	1	1	25000.0	0.0	0	0	1	0	0	0	0	0
920		36.0	0	1	15000.0	0.0	1	0	1	0	0	0	0	0
921		33.0	0	0	8000.0		1	0	1	0	0	0	0	1
922	12.0	33.0	0	0	70000.0	1.0	1	1	1	1	1	1	0	0
923		30.0	1	0	20000.0	0.0	0	0	1	0	0	0	0	0
924	2.0	34.0	0	0	23000.0	0.0	1	0	1	1	0	1	0	0
925	6.0	28.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
926	20.0	33.0	0	1	100000.0	1.0	1	0	1	1	0	1	0	0
927	1.0	24.0	0	1	100000.0	0.0	1	0	1	0	0	1	0	0
928	2.0	40.0	0	1	45000.0	0.0	1	0	1	0	0	0	0	1
929	8.0	39.0	1	0	40000.0	0.0	0	0	1	0	0	0	0	0
930	21.0	44.0	1	0	60000.0	1.0	1	0	1	1	0	1	0	0
931		32.0	0	0	30000.0	0.0	1	0	1	1	0	1	0	1
932		30.0	1	0	25000.0	0.0	1	0	1	0	1	0	0	0
933	13.0	34.0	1	0	25000.0	1.0	1	0	1	0	0	0	0	0
934		34.0	1	0	9000.0	0.0	1	0	1	0	0	0	0	0
935		33.0	0	0	12000.0	0.0	1	0	1	0	0	0	0	0
936	22.0	57.0	1	0	15000.0	1.0	0	0	1	0	0	0	0	0
937	17.0	39.0	1	1	100000.0	1.0	1	0	1	1	1	1	0	0
938	1.0	36.0	0	1	20000.0	0.0	1	0	1	0	0	0	0	0
939	12.0	38.0	0	0	50000.0	1.0	0	0	1	0	0	0	1	0
940		24.0	0	1	25000.0	0.0	1	0	1	1	0	1	0	1
941	3.0	35.0	0	0	20000.0	0.0	1	0	1	0	0	0	1	0
942		33.0	0	1	7000.0	0.0	1	0	1	0	0	0	0	0
943		34.0	0	0	12000.0	0.0	1	0	1	0	0	0	0	0
944		29.0	0	0	15000.0	0.0	1	0	1	0	0	0	1	0
945	10.0	34.0	0	0	50000.0	0.0	1	0	1	1	1	1	0	0
946	13.0	33.0	1	0	40000.0	1.0	1	0	1	0	0	0	0	0
947	1.0	38.0	0	1	20000.0	0.0	1	0	1	0	0	0	0	0
948	25.0	53.0	1	0	70000.0	1.0	1	0	1	0	0	0	0	0
949		29.0	0	1	10000.0	0.0	1	0	1	0	0	0	1	0
950	3.0	30.0	0	1	40000.0	0.0	1	0	1	1	1	1	1	0
951		31.0	1	0	25000.0	0.0	1	0	1	1	0	1	0	0
952	20.0	40.0	1	0	60000.0	1.0	1	0	1	0	0	0	1	0
953	15.0	40.0	1	0	200000.0	1.0	1	0	1	0	0	0	0	0
954	1.0	32.0	1	1	148095.0	0.0	1	0	1	0	0	1	0	0
955	2.0	29.0	1	0	30000.0	0.0	0	0	1	1	1	1	0	0
956	4.0	40.0	1	0	240000.0	1.0	1	0	1	1	0	1	0	0
957	4.0	22.0	0	1	300000.0	1.0	0	0	1	1	1	1	0	1
958	1.0	31.0	1	0	23000.0	0.0	1	0	1	0	0	0	0	0
959		42.0	1	0	20000.0	0.0	1	0	1	0	0	0	0	0
960		33.0	0	0	6000.0	0.0	0	0	1	0	0	0	0	0
961	1.0		0	0	30000.0	0.0	1	0	0	1	0	1	0	0
962	19.0	43.0	1	1	50000.0	1.0	1	0	1	0	0	0	0	0
963	2.0	34.0	1	0	120000.0	0.0	1	0	1	1	0	1	0	0
964	16.0	37.0	1	1	40000.0	1.0	1	0	1	0	0	0	0	0
965	14.0	34.0	0	1	35000.0	1.0	1	0	1	0	0	0	0	0
966	17.0	33.0	0	0	35000.0	1.0	1	0	1	0	0	0	1	0
967		28.0	0	0	15000.0	0.0	1	1	0	0	1	1	0	0
968		28.0	0	0	15000.0	0.0	1	0	0	0	0	1	1	0
969		27.0	0	0	45000.0	0.0	1	0	1	0	0	0	1	0
970	12.0	31.0	1	0	45000.0	1.0	1	0	1	0	0	0	0	0
971	2.0	30.0	0	0	20000.0	0.0	1	0	1	1	0	1	0	1
972		35.0	0	1	12000.0	0.0	1	0	0	0	1	0	0	0
973		31.0	0	0	5000.0	0.0	1	0	1	0	0	0	0	0
974	18.0	47.0	0	1	50000.0	0.0	1	0	1	0	0	0	0	0
975	1.0	24.0	0	0	10000.0	0.0	1	0	0	0	0	1	0	0
976	8.0	33.0	0	0	366520.0	1.0	1	0	1	1	0	1	1	0
977	13.0	36.0	1	0	80000.0	1.0	0	0	1	1	0	1	0	0
978	9.0	43.0	0	1	100000.0	1.0	1	0	1	1	0	1	1	0
979	17.0	38.0	0	0	50000.0	1.0	1	0	1	0	0	0	0	1
980	6.0	30.0	0	0	250000.0	1.0	1	0	1	1	0	0	0	1
981	5.0	38.0	0	0	50000.0	1.0	1	0	1	0	0	1	0	0
982		27.0	0	0	60000.0	1.0	1	0	1	0	0	1	1	0
983	5.0	30.0	0	0	45000.0	1.0	1	0	1	1	1	1	0	0
984	20.0	48.0	1	0	250000.0	0.0	1	0	1	1	0	1	0	0
985	34.0	56.0	1	1	100000.0	1.0	1	0	1	0	0	0	1	0
986		25.0	0	0	40000.0	0.0	1	1	1	1	1	1	0	0
987	15.0	38.0	1	1	25000.0	1.0	1	0	1	0	0	0	0	0
988		30.0	0	0	20000.0	0.0	1	0	1	0	1	1	1	0
989	1.0	29.0	0	0	25000.0	0.0	1	0	1	1	1	1	0	0
990		28.0	1	1	15000.0	0.0	1	0	1	1	0	1	1	0
991	2.0	32.0	0	0	30000.0	0.0	1	0	1	0	0	0	0	0
992	15.0	35.0	0	0	15000.0	1.0	1	0	1	0	0	0	0	0
993	6.0	28.0	1	1	550000.0	1.0	1	0	1	0	0	0	1	0
994		39.0	1	1	30000.0	0.0	1	0	1	0	0	0	0	1
995	4.0	25.0	0	0	30000.0	1.0	1	0	1	0	0	0	0	0
996		30.0	1	0	95000.0	0.0	1	0	1	0	0	1	1	0
997	13.0	33.0	1	0	120000.0	1.0	1	0	1	0	0	0	1	0
998	19.0	56.0	1	0	280000.0	1.0	1	0	1	1	0	1	1	0
999	20.0	52.0	1	1	150000.0	1.0	1	0	1	1	0	1	0	0
